Day_of_Week,Age_of_Driver,Sex,Educational_Level,Vehicle_Driver,Driving_Experience,Speed_Limit,Weather,Road_Light_Conditions,Road_Surface_Conditions,Cause_of_Accident,Accident_Severity
Wednesday,69,Male,Primary,Automobile,0,80,Rain,Night,Dry,Overspeed,Fatal Injury
Sunday,27,Female,Illiterate,Lorry,23,70,Rain,Twilight,Dry,Mechanical Failure,Serious Injury
Wednesday,67,Female,Secondary,Taxi,13,70,Rain,Twilight,Snow,Distracted,Serious Injury
Wednesday,20,Male,Tertiary,Lorry,3,70,Cloudy,Twilight,Wet,Weather,Serious Injury
Thursday,30,Male,Illiterate,Taxi,4,30,Fog,Twilight,Snow,Overspeed,Serious Injury
Thursday,60,Female,Secondary,Bus,10,50,Cloudy,Daylight,Snow,Drunk Driving,Serious Injury
Tuesday,66,Female,Secondary,Lorry,23,50,Clear,Daylight,Dry,Mechanical Failure,Slight Injury
Wednesday,47,Female,Secondary,Lorry,27,70,Clear,Night,Ice,Fatigue,Serious Injury
Wednesday,62,Male,Illiterate,Lorry,22,60,Rain,Night,Dry,Overspeed,Serious Injury
Friday,23,Male,Illiterate,Bus,12,30,Cloudy,Night,Snow,Drunk Driving,Serious Injury
Thursday,34,Male,Primary,Automobile,15,60,Clear,Night,Wet,Weather,Slight Injury
Wednesday,62,Male,Illiterate,Taxi,23,40,Clear,Night,Wet,Distracted,Slight Injury
Saturday,68,Female,Illiterate,Lorry,12,50,Cloudy,Twilight,Ice,Drunk Driving,Serious Injury
Tuesday,36,Male,Illiterate,Bus,23,50,Fog,Twilight,Ice,Mechanical Failure,Slight Injury
Saturday,59,Male,Secondary,Automobile,21,60,Cloudy,Twilight,Ice,Fatigue,Slight Injury
Saturday,52,Male,Tertiary,Taxi,25,30,Cloudy,Night,Snow,Mechanical Failure,Slight Injury
Sunday,63,Female,Primary,Bus,1,50,Fog,Twilight,Snow,Drunk Driving,Fatal Injury
Sunday,43,Female,Tertiary,Taxi,15,60,Rain,Twilight,Ice,Overspeed,Serious Injury
Tuesday,68,Male,Tertiary,Lorry,5,80,Rain,Twilight,Wet,Fatigue,Serious Injury
Saturday,22,Male,Illiterate,Automobile,13,80,Rain,Twilight,Wet,Fatigue,Serious Injury
Wednesday,46,Female,Primary,Bus,0,100,Fog,Daylight,Wet,Drunk Driving,Fatal Injury
Thursday,54,Female,Tertiary,Automobile,16,30,Clear,Night,Snow,Weather,Slight Injury
Tuesday,37,Female,Tertiary,Lorry,10,60,Fog,Night,Dry,Weather,Slight Injury
Friday,66,Female,Primary,Automobile,18,100,Cloudy,Daylight,Wet,Mechanical Failure,Serious Injury
Saturday,38,Female,Illiterate,Automobile,2,80,Fog,Twilight,Wet,Drunk Driving,Fatal Injury
Tuesday,27,Female,Tertiary,Motorcycle,10,30,Clear,Twilight,Wet,Fatigue,Slight Injury
Monday,22,Female,Secondary,Automobile,28,100,Clear,Twilight,Ice,Drunk Driving,Fatal Injury
Monday,53,Female,Tertiary,Taxi,4,70,Cloudy,Night,Snow,Fatigue,Serious Injury
Sunday,23,Male,Secondary,Bus,16,30,Rain,Night,Ice,Mechanical Failure,Serious Injury
Thursday,43,Male,Illiterate,Motorcycle,25,40,Clear,Night,Ice,Overspeed,Serious Injury
Wednesday,21,Male,Tertiary,Bus,21,70,Clear,Night,Dry,Overspeed,Serious Injury
Thursday,56,Male,Primary,Bus,6,100,Clear,Night,Ice,Drunk Driving,Serious Injury
Thursday,56,Male,Primary,Lorry,9,60,Cloudy,Daylight,Dry,Fatigue,Slight Injury
Thursday,67,Male,Tertiary,Lorry,27,70,Clear,Night,Ice,Overspeed,Serious Injury
Thursday,52,Female,Illiterate,Motorcycle,28,70,Rain,Twilight,Wet,Fatigue,Serious Injury
Friday,18,Female,Illiterate,Lorry,10,100,Cloudy,Night,Snow,Mechanical Failure,Serious Injury
Friday,41,Male,Primary,Lorry,2,60,Rain,Daylight,Ice,Drunk Driving,Fatal Injury
Sunday,53,Male,Tertiary,Lorry,19,60,Clear,Twilight,Dry,Fatigue,Slight Injury
Tuesday,23,Female,Illiterate,Bus,9,80,Clear,Daylight,Snow,Drunk Driving,Fatal Injury
Monday,58,Female,Primary,Motorcycle,26,40,Rain,Twilight,Dry,Fatigue,Slight Injury
Thursday,63,Female,Secondary,Bus,9,60,Cloudy,Night,Wet,Weather,Slight Injury
Sunday,61,Male,Tertiary,Taxi,13,50,Cloudy,Daylight,Ice,Weather,Slight Injury
Tuesday,48,Female,Secondary,Bus,11,50,Rain,Twilight,Snow,Fatigue,Slight Injury
Monday,37,Male,Secondary,Taxi,14,40,Clear,Night,Wet,Mechanical Failure,Slight Injury
Saturday,41,Male,Illiterate,Automobile,9,30,Fog,Twilight,Ice,Drunk Driving,Serious Injury
Wednesday,42,Female,Illiterate,Automobile,29,100,Rain,Daylight,Ice,Distracted,Serious Injury
Friday,53,Female,Illiterate,Taxi,9,30,Rain,Daylight,Dry,Fatigue,Slight Injury
Saturday,38,Male,Tertiary,Taxi,25,50,Rain,Daylight,Dry,Fatigue,Slight Injury
Monday,47,Female,Secondary,Bus,18,60,Clear,Daylight,Wet,Weather,Slight Injury
Saturday,41,Female,Tertiary,Taxi,0,40,Cloudy,Night,Dry,Overspeed,Serious Injury
Wednesday,61,Male,Illiterate,Motorcycle,23,30,Clear,Twilight,Wet,Weather,Slight Injury
Sunday,59,Female,Secondary,Automobile,28,30,Rain,Night,Wet,Drunk Driving,Serious Injury
Monday,47,Male,Tertiary,Automobile,25,100,Clear,Daylight,Wet,Weather,Serious Injury
Saturday,39,Male,Tertiary,Taxi,9,70,Clear,Twilight,Dry,Distracted,Slight Injury
Friday,45,Female,Primary,Lorry,1,50,Rain,Daylight,Snow,Mechanical Failure,Serious Injury
Friday,24,Male,Tertiary,Lorry,16,60,Clear,Night,Wet,Distracted,Slight Injury
Tuesday,52,Male,Illiterate,Taxi,29,40,Fog,Night,Snow,Mechanical Failure,Slight Injury
Saturday,45,Female,Tertiary,Motorcycle,23,30,Clear,Night,Ice,Distracted,Slight Injury
Thursday,31,Female,Secondary,Lorry,6,100,Clear,Twilight,Dry,Weather,Slight Injury
Saturday,27,Female,Tertiary,Taxi,6,70,Cloudy,Twilight,Dry,Distracted,Slight Injury
Sunday,33,Male,Primary,Motorcycle,19,50,Cloudy,Daylight,Snow,Weather,Slight Injury
Monday,33,Male,Secondary,Motorcycle,26,50,Rain,Twilight,Ice,Weather,Slight Injury
Monday,48,Female,Secondary,Bus,8,100,Rain,Twilight,Ice,Drunk Driving,Fatal Injury
Sunday,59,Male,Primary,Motorcycle,21,40,Cloudy,Night,Wet,Weather,Slight Injury
Saturday,42,Female,Illiterate,Lorry,1,30,Fog,Daylight,Dry,Overspeed,Serious Injury
Sunday,30,Female,Secondary,Lorry,13,40,Clear,Night,Ice,Distracted,Slight Injury
Wednesday,23,Male,Illiterate,Taxi,16,100,Fog,Daylight,Ice,Fatigue,Serious Injury
Sunday,61,Female,Secondary,Taxi,0,100,Fog,Daylight,Wet,Fatigue,Fatal Injury
Friday,26,Male,Secondary,Motorcycle,8,40,Cloudy,Twilight,Wet,Fatigue,Slight Injury
Sunday,62,Male,Illiterate,Automobile,19,80,Rain,Night,Snow,Overspeed,Fatal Injury
Monday,53,Female,Secondary,Bus,20,70,Clear,Twilight,Dry,Weather,Slight Injury
Friday,60,Male,Illiterate,Automobile,18,50,Rain,Twilight,Ice,Distracted,Slight Injury
Monday,37,Female,Primary,Motorcycle,3,80,Fog,Twilight,Snow,Mechanical Failure,Serious Injury
Tuesday,35,Male,Illiterate,Motorcycle,27,60,Fog,Daylight,Dry,Mechanical Failure,Slight Injury
Thursday,60,Male,Primary,Automobile,7,50,Rain,Night,Snow,Drunk Driving,Serious Injury
Monday,38,Male,Secondary,Bus,12,50,Rain,Night,Dry,Overspeed,Serious Injury
Friday,21,Female,Illiterate,Automobile,3,70,Cloudy,Twilight,Dry,Distracted,Serious Injury
Tuesday,67,Male,Secondary,Taxi,8,60,Rain,Daylight,Ice,Weather,Slight Injury
Monday,50,Female,Illiterate,Lorry,8,30,Rain,Night,Dry,Fatigue,Slight Injury
Wednesday,44,Male,Primary,Taxi,21,60,Cloudy,Night,Wet,Overspeed,Serious Injury
Sunday,24,Male,Primary,Lorry,17,30,Rain,Twilight,Ice,Overspeed,Serious Injury
Thursday,23,Female,Illiterate,Motorcycle,11,60,Fog,Daylight,Wet,Distracted,Serious Injury
Monday,32,Female,Primary,Bus,9,40,Rain,Twilight,Snow,Weather,Slight Injury
Tuesday,35,Female,Secondary,Automobile,10,100,Clear,Night,Snow,Drunk Driving,Serious Injury
Wednesday,49,Female,Secondary,Bus,6,60,Fog,Daylight,Dry,Weather,Slight Injury
Saturday,28,Female,Tertiary,Automobile,8,80,Cloudy,Twilight,Dry,Drunk Driving,Serious Injury
Tuesday,37,Male,Primary,Taxi,5,80,Fog,Night,Wet,Drunk Driving,Fatal Injury
Sunday,41,Male,Secondary,Taxi,18,70,Cloudy,Twilight,Wet,Fatigue,Serious Injury
Tuesday,32,Female,Illiterate,Automobile,15,100,Clear,Twilight,Wet,Fatigue,Serious Injury
Wednesday,65,Male,Primary,Bus,29,100,Clear,Twilight,Snow,Distracted,Serious Injury
Tuesday,24,Male,Secondary,Automobile,14,30,Fog,Daylight,Wet,Weather,Serious Injury
Wednesday,38,Male,Primary,Motorcycle,6,50,Rain,Night,Ice,Drunk Driving,Serious Injury
Monday,59,Female,Illiterate,Taxi,15,70,Fog,Night,Ice,Distracted,Serious Injury
Wednesday,43,Male,Secondary,Motorcycle,4,80,Fog,Night,Snow,Drunk Driving,Fatal Injury
Wednesday,61,Male,Tertiary,Taxi,15,80,Clear,Night,Wet,Overspeed,Serious Injury
Thursday,31,Male,Tertiary,Taxi,0,30,Cloudy,Daylight,Wet,Mechanical Failure,Serious Injury
Wednesday,54,Female,Primary,Lorry,18,80,Fog,Twilight,Dry,Mechanical Failure,Serious Injury
Wednesday,38,Male,Illiterate,Motorcycle,4,80,Rain,Night,Ice,Drunk Driving,Fatal Injury
Saturday,35,Male,Secondary,Motorcycle,6,30,Clear,Daylight,Snow,Distracted,Slight Injury
Monday,22,Female,Illiterate,Lorry,18,80,Fog,Twilight,Wet,Fatigue,Serious Injury
Sunday,20,Female,Secondary,Bus,21,50,Fog,Daylight,Dry,Weather,Slight Injury
Thursday,40,Male,Primary,Motorcycle,4,40,Rain,Daylight,Snow,Drunk Driving,Serious Injury
Saturday,43,Male,Secondary,Automobile,28,70,Fog,Night,Snow,Drunk Driving,Fatal Injury
Friday,54,Female,Illiterate,Lorry,16,50,Fog,Night,Ice,Weather,Slight Injury
Monday,41,Female,Illiterate,Motorcycle,25,50,Fog,Twilight,Wet,Fatigue,Slight Injury
Monday,66,Female,Primary,Bus,21,40,Fog,Twilight,Snow,Drunk Driving,Serious Injury
Friday,36,Female,Illiterate,Motorcycle,29,100,Rain,Night,Dry,Overspeed,Serious Injury
Sunday,68,Female,Secondary,Taxi,7,70,Fog,Daylight,Dry,Fatigue,Serious Injury
Wednesday,42,Female,Primary,Automobile,28,50,Fog,Night,Snow,Overspeed,Serious Injury
Saturday,38,Female,Secondary,Lorry,28,80,Fog,Twilight,Dry,Mechanical Failure,Serious Injury
Tuesday,29,Male,Illiterate,Taxi,0,40,Clear,Daylight,Snow,Weather,Serious Injury
Thursday,58,Female,Primary,Bus,1,100,Rain,Daylight,Dry,Fatigue,Serious Injury
Tuesday,50,Female,Secondary,Taxi,29,70,Clear,Daylight,Snow,Fatigue,Serious Injury
Friday,67,Male,Illiterate,Taxi,14,60,Clear,Night,Snow,Distracted,Slight Injury
Monday,21,Female,Illiterate,Bus,19,30,Rain,Night,Snow,Distracted,Serious Injury
Sunday,59,Female,Tertiary,Taxi,27,80,Clear,Twilight,Dry,Weather,Slight Injury
Monday,24,Male,Illiterate,Lorry,17,40,Clear,Daylight,Snow,Fatigue,Slight Injury
Thursday,39,Female,Secondary,Motorcycle,10,30,Clear,Daylight,Ice,Mechanical Failure,Slight Injury
Monday,50,Male,Primary,Taxi,24,100,Rain,Night,Snow,Drunk Driving,Fatal Injury
Monday,34,Male,Tertiary,Lorry,9,100,Fog,Twilight,Wet,Weather,Serious Injury
Thursday,41,Male,Illiterate,Motorcycle,23,60,Cloudy,Twilight,Wet,Weather,Slight Injury
Saturday,51,Male,Illiterate,Motorcycle,23,50,Cloudy,Daylight,Ice,Distracted,Slight Injury
Saturday,45,Female,Illiterate,Taxi,3,50,Rain,Night,Snow,Mechanical Failure,Slight Injury
Thursday,60,Male,Secondary,Lorry,4,70,Cloudy,Daylight,Wet,Weather,Serious Injury
Sunday,58,Male,Tertiary,Taxi,3,40,Rain,Night,Snow,Mechanical Failure,Slight Injury
Friday,56,Female,Secondary,Bus,12,40,Rain,Twilight,Wet,Weather,Slight Injury
Monday,39,Male,Tertiary,Motorcycle,24,100,Cloudy,Daylight,Dry,Distracted,Slight Injury
Sunday,66,Male,Primary,Taxi,12,70,Clear,Daylight,Dry,Drunk Driving,Serious Injury
Monday,34,Male,Secondary,Motorcycle,17,30,Fog,Daylight,Ice,Distracted,Slight Injury
Friday,51,Male,Secondary,Lorry,28,50,Cloudy,Twilight,Ice,Weather,Slight Injury
Saturday,23,Female,Primary,Automobile,26,50,Cloudy,Daylight,Snow,Mechanical Failure,Slight Injury
Sunday,63,Male,Tertiary,Taxi,23,100,Cloudy,Twilight,Ice,Overspeed,Serious Injury
Wednesday,23,Female,Illiterate,Taxi,1,40,Cloudy,Night,Snow,Distracted,Serious Injury
Wednesday,51,Female,Primary,Motorcycle,15,100,Rain,Twilight,Dry,Mechanical Failure,Serious Injury
Wednesday,18,Male,Illiterate,Lorry,0,40,Rain,Night,Dry,Distracted,Serious Injury
Saturday,27,Male,Illiterate,Bus,25,70,Fog,Twilight,Wet,Weather,Serious Injury
Saturday,38,Male,Primary,Lorry,18,60,Fog,Twilight,Snow,Mechanical Failure,Slight Injury
Friday,22,Male,Tertiary,Taxi,8,30,Cloudy,Daylight,Dry,Drunk Driving,Serious Injury
Monday,19,Female,Illiterate,Bus,27,80,Cloudy,Twilight,Dry,Mechanical Failure,Serious Injury
Friday,39,Female,Primary,Lorry,2,60,Cloudy,Daylight,Snow,Fatigue,Serious Injury
Friday,65,Female,Secondary,Automobile,24,60,Fog,Night,Wet,Overspeed,Serious Injury
Saturday,19,Male,Secondary,Motorcycle,6,40,Cloudy,Night,Wet,Weather,Slight Injury
Wednesday,27,Female,Secondary,Lorry,28,40,Clear,Daylight,Wet,Mechanical Failure,Slight Injury
Tuesday,51,Male,Primary,Lorry,9,40,Fog,Night,Wet,Weather,Slight Injury
Monday,33,Male,Secondary,Automobile,0,60,Clear,Twilight,Dry,Distracted,Slight Injury
Saturday,65,Male,Illiterate,Taxi,9,100,Cloudy,Daylight,Snow,Distracted,Serious Injury
Wednesday,68,Male,Secondary,Motorcycle,20,30,Rain,Daylight,Snow,Mechanical Failure,Slight Injury
Sunday,56,Male,Secondary,Lorry,8,100,Clear,Daylight,Dry,Fatigue,Slight Injury
Tuesday,39,Female,Illiterate,Bus,27,40,Fog,Night,Dry,Mechanical Failure,Slight Injury
Tuesday,29,Female,Secondary,Lorry,14,50,Clear,Night,Dry,Drunk Driving,Slight Injury
Saturday,41,Male,Illiterate,Motorcycle,14,100,Fog,Twilight,Ice,Fatigue,Serious Injury
Thursday,64,Female,Secondary,Lorry,2,30,Cloudy,Twilight,Snow,Weather,Serious Injury
Monday,57,Male,Illiterate,Automobile,24,50,Clear,Daylight,Snow,Mechanical Failure,Slight Injury
Tuesday,55,Male,Secondary,Lorry,4,30,Rain,Twilight,Snow,Weather,Slight Injury
Saturday,27,Male,Illiterate,Lorry,8,40,Clear,Night,Wet,Overspeed,Serious Injury
Saturday,52,Female,Primary,Bus,25,100,Rain,Twilight,Dry,Fatigue,Serious Injury
Wednesday,68,Male,Illiterate,Automobile,21,80,Fog,Night,Dry,Mechanical Failure,Serious Injury
Sunday,66,Male,Secondary,Automobile,8,70,Cloudy,Twilight,Dry,Overspeed,Serious Injury
Thursday,49,Female,Secondary,Lorry,22,40,Cloudy,Night,Ice,Mechanical Failure,Slight Injury
Monday,24,Female,Tertiary,Bus,6,60,Rain,Night,Snow,Drunk Driving,Serious Injury
Friday,38,Female,Illiterate,Lorry,23,80,Fog,Twilight,Dry,Distracted,Serious Injury
Sunday,37,Male,Primary,Lorry,22,60,Cloudy,Twilight,Ice,Weather,Slight Injury
Sunday,43,Male,Illiterate,Motorcycle,11,30,Fog,Night,Dry,Mechanical Failure,Slight Injury
Wednesday,21,Female,Illiterate,Motorcycle,24,60,Rain,Daylight,Wet,Fatigue,Serious Injury
Tuesday,63,Male,Primary,Bus,26,80,Rain,Twilight,Snow,Mechanical Failure,Serious Injury
Tuesday,69,Female,Illiterate,Taxi,8,80,Clear,Night,Ice,Mechanical Failure,Serious Injury
Wednesday,39,Female,Primary,Motorcycle,5,40,Cloudy,Twilight,Dry,Mechanical Failure,Slight Injury
Saturday,32,Male,Primary,Taxi,22,50,Cloudy,Twilight,Snow,Mechanical Failure,Slight Injury
Tuesday,57,Male,Illiterate,Automobile,1,40,Clear,Twilight,Ice,Fatigue,Serious Injury
Thursday,38,Female,Illiterate,Motorcycle,8,30,Rain,Twilight,Snow,Fatigue,Slight Injury
Monday,32,Female,Secondary,Motorcycle,27,60,Rain,Twilight,Snow,Mechanical Failure,Slight Injury
Sunday,39,Female,Secondary,Bus,28,50,Rain,Daylight,Wet,Distracted,Slight Injury
Sunday,69,Female,Tertiary,Taxi,16,100,Rain,Daylight,Snow,Mechanical Failure,Serious Injury
Thursday,45,Male,Tertiary,Motorcycle,0,70,Fog,Daylight,Ice,Weather,Fatal Injury
Tuesday,31,Female,Illiterate,Motorcycle,18,80,Cloudy,Night,Snow,Weather,Serious Injury
Sunday,44,Female,Primary,Bus,27,50,Cloudy,Daylight,Ice,Fatigue,Slight Injury
Friday,58,Female,Tertiary,Bus,5,100,Rain,Daylight,Snow,Weather,Serious Injury
Monday,57,Male,Illiterate,Taxi,4,50,Rain,Night,Dry,Weather,Slight Injury
Monday,45,Male,Tertiary,Automobile,1,40,Rain,Daylight,Wet,Drunk Driving,Fatal Injury
Sunday,43,Female,Primary,Automobile,8,100,Cloudy,Twilight,Dry,Mechanical Failure,Slight Injury
Wednesday,66,Male,Illiterate,Lorry,29,70,Cloudy,Daylight,Wet,Mechanical Failure,Serious Injury
Sunday,19,Male,Primary,Motorcycle,28,80,Rain,Daylight,Ice,Mechanical Failure,Serious Injury
Wednesday,42,Male,Illiterate,Taxi,25,30,Fog,Daylight,Wet,Mechanical Failure,Slight Injury
Sunday,20,Female,Tertiary,Motorcycle,13,30,Clear,Twilight,Snow,Overspeed,Serious Injury
Friday,25,Female,Secondary,Taxi,3,50,Clear,Twilight,Snow,Mechanical Failure,Slight Injury
Saturday,61,Male,Tertiary,Taxi,3,100,Clear,Twilight,Dry,Fatigue,Slight Injury
Monday,50,Female,Tertiary,Taxi,20,50,Cloudy,Twilight,Wet,Fatigue,Slight Injury
Sunday,59,Female,Secondary,Motorcycle,14,60,Cloudy,Night,Ice,Overspeed,Serious Injury
Friday,69,Male,Secondary,Bus,7,70,Clear,Twilight,Ice,Mechanical Failure,Serious Injury
Wednesday,52,Male,Illiterate,Motorcycle,25,80,Clear,Twilight,Snow,Distracted,Serious Injury
Wednesday,23,Female,Illiterate,Taxi,3,50,Fog,Twilight,Ice,Mechanical Failure,Serious Injury
Monday,56,Male,Primary,Lorry,15,60,Cloudy,Twilight,Snow,Fatigue,Slight Injury
Thursday,69,Female,Primary,Automobile,20,100,Cloudy,Night,Snow,Drunk Driving,Serious Injury
Sunday,40,Female,Tertiary,Taxi,27,70,Clear,Daylight,Snow,Weather,Serious Injury
Tuesday,42,Male,Secondary,Lorry,3,80,Fog,Daylight,Dry,Drunk Driving,Serious Injury
Wednesday,67,Female,Primary,Bus,29,30,Fog,Twilight,Dry,Distracted,Slight Injury
Saturday,60,Female,Tertiary,Taxi,15,60,Clear,Twilight,Snow,Mechanical Failure,Slight Injury
Saturday,36,Male,Secondary,Lorry,21,100,Clear,Twilight,Snow,Overspeed,Serious Injury
Wednesday,22,Male,Illiterate,Taxi,11,70,Cloudy,Daylight,Snow,Mechanical Failure,Serious Injury
Thursday,68,Male,Tertiary,Motorcycle,15,60,Clear,Daylight,Ice,Distracted,Slight Injury
Thursday,28,Female,Illiterate,Lorry,18,50,Rain,Twilight,Snow,Distracted,Slight Injury
Friday,29,Male,Primary,Motorcycle,7,40,Fog,Daylight,Snow,Weather,Slight Injury
Saturday,27,Male,Primary,Motorcycle,5,30,Clear,Night,Wet,Distracted,Slight Injury
Friday,25,Male,Secondary,Lorry,9,50,Rain,Twilight,Wet,Drunk Driving,Serious Injury
Saturday,41,Male,Tertiary,Automobile,4,50,Fog,Twilight,Wet,Weather,Slight Injury
Sunday,45,Female,Illiterate,Lorry,28,100,Rain,Night,Wet,Mechanical Failure,Serious Injury
Sunday,58,Female,Secondary,Automobile,17,100,Rain,Night,Snow,Mechanical Failure,Serious Injury
Tuesday,53,Male,Primary,Taxi,9,70,Clear,Daylight,Wet,Overspeed,Serious Injury
Sunday,54,Female,Primary,Taxi,9,100,Fog,Night,Ice,Distracted,Serious Injury
Tuesday,38,Male,Tertiary,Lorry,6,60,Rain,Twilight,Ice,Distracted,Slight Injury
Sunday,25,Male,Illiterate,Taxi,17,30,Cloudy,Daylight,Wet,Fatigue,Slight Injury
Monday,26,Female,Tertiary,Bus,0,50,Fog,Night,Dry,Weather,Serious Injury
Sunday,64,Female,Illiterate,Motorcycle,6,70,Cloudy,Daylight,Ice,Fatigue,Serious Injury
Friday,32,Male,Illiterate,Motorcycle,20,30,Clear,Daylight,Ice,Weather,Slight Injury
Wednesday,65,Male,Tertiary,Automobile,0,100,Cloudy,Daylight,Wet,Drunk Driving,Fatal Injury
Friday,63,Female,Secondary,Taxi,14,100,Fog,Daylight,Wet,Weather,Serious Injury
Wednesday,57,Male,Tertiary,Automobile,3,60,Rain,Night,Snow,Mechanical Failure,Slight Injury
Thursday,35,Female,Tertiary,Motorcycle,27,100,Rain,Twilight,Ice,Overspeed,Fatal Injury
Friday,59,Male,Primary,Motorcycle,28,50,Fog,Twilight,Wet,Weather,Slight Injury
Thursday,37,Male,Primary,Taxi,19,80,Rain,Night,Wet,Weather,Serious Injury
Tuesday,23,Female,Tertiary,Bus,9,50,Cloudy,Twilight,Snow,Weather,Slight Injury
Tuesday,29,Female,Tertiary,Bus,22,50,Rain,Daylight,Ice,Overspeed,Serious Injury
Monday,19,Female,Primary,Taxi,8,100,Rain,Daylight,Wet,Distracted,Serious Injury
Sunday,24,Female,Illiterate,Taxi,1,30,Cloudy,Daylight,Snow,Overspeed,Fatal Injury
Friday,33,Female,Tertiary,Automobile,27,100,Cloudy,Night,Wet,Distracted,Serious Injury
Thursday,20,Female,Secondary,Taxi,13,30,Cloudy,Daylight,Dry,Mechanical Failure,Slight Injury
Wednesday,62,Female,Secondary,Bus,15,30,Clear,Daylight,Dry,Overspeed,Slight Injury
Tuesday,20,Male,Secondary,Taxi,0,30,Cloudy,Night,Wet,Distracted,Serious Injury
Sunday,44,Male,Tertiary,Automobile,1,70,Cloudy,Daylight,Ice,Mechanical Failure,Serious Injury
Tuesday,67,Male,Illiterate,Automobile,6,40,Clear,Daylight,Dry,Mechanical Failure,Slight Injury
Wednesday,60,Female,Illiterate,Automobile,28,100,Rain,Twilight,Snow,Distracted,Serious Injury
Sunday,57,Female,Primary,Automobile,9,70,Cloudy,Night,Wet,Distracted,Serious Injury
Sunday,55,Female,Tertiary,Lorry,21,50,Fog,Daylight,Snow,Drunk Driving,Serious Injury
Thursday,50,Male,Illiterate,Taxi,19,70,Cloudy,Daylight,Dry,Mechanical Failure,Slight Injury
Thursday,45,Female,Tertiary,Motorcycle,0,60,Cloudy,Daylight,Ice,Distracted,Serious Injury
Friday,18,Female,Primary,Taxi,12,80,Clear,Daylight,Snow,Mechanical Failure,Serious Injury
Friday,25,Male,Primary,Lorry,0,30,Fog,Twilight,Dry,Overspeed,Serious Injury
Saturday,54,Female,Primary,Automobile,4,100,Rain,Twilight,Dry,Fatigue,Serious Injury
Saturday,49,Male,Secondary,Lorry,15,60,Rain,Twilight,Dry,Fatigue,Slight Injury
Monday,65,Male,Tertiary,Bus,14,100,Fog,Twilight,Snow,Weather,Serious Injury
Tuesday,60,Female,Primary,Bus,16,80,Cloudy,Night,Dry,Distracted,Slight Injury
Friday,54,Female,Tertiary,Taxi,27,60,Clear,Daylight,Wet,Distracted,Slight Injury
Thursday,21,Female,Secondary,Taxi,22,100,Fog,Twilight,Dry,Mechanical Failure,Serious Injury
Wednesday,47,Male,Secondary,Motorcycle,15,50,Fog,Daylight,Wet,Weather,Slight Injury
Thursday,23,Male,Primary,Motorcycle,12,30,Rain,Night,Ice,Distracted,Serious Injury
Tuesday,63,Male,Primary,Bus,10,60,Clear,Daylight,Wet,Mechanical Failure,Slight Injury
Saturday,36,Female,Illiterate,Automobile,16,50,Fog,Daylight,Ice,Distracted,Slight Injury
Thursday,49,Female,Tertiary,Lorry,16,30,Clear,Twilight,Ice,Mechanical Failure,Slight Injury
Monday,26,Female,Primary,Motorcycle,1,40,Cloudy,Twilight,Wet,Distracted,Serious Injury
Tuesday,29,Female,Illiterate,Motorcycle,12,50,Rain,Night,Ice,Drunk Driving,Serious Injury
Saturday,28,Male,Tertiary,Automobile,13,70,Cloudy,Daylight,Wet,Mechanical Failure,Serious Injury
Wednesday,63,Male,Primary,Automobile,10,100,Clear,Twilight,Snow,Drunk Driving,Serious Injury
Saturday,33,Male,Illiterate,Taxi,27,30,Cloudy,Twilight,Ice,Drunk Driving,Serious Injury
Sunday,18,Male,Illiterate,Lorry,9,60,Rain,Twilight,Wet,Drunk Driving,Serious Injury
Monday,62,Female,Tertiary,Automobile,2,80,Clear,Night,Ice,Drunk Driving,Fatal Injury
Tuesday,38,Female,Illiterate,Motorcycle,28,60,Fog,Daylight,Dry,Overspeed,Serious Injury
Wednesday,47,Female,Tertiary,Motorcycle,26,70,Cloudy,Twilight,Wet,Weather,Serious Injury
Monday,30,Male,Tertiary,Bus,16,100,Rain,Daylight,Dry,Fatigue,Serious Injury
Saturday,51,Male,Tertiary,Automobile,14,70,Fog,Night,Ice,Overspeed,Fatal Injury
Monday,21,Female,Secondary,Taxi,8,60,Rain,Daylight,Ice,Distracted,Serious Injury
Tuesday,45,Female,Illiterate,Lorry,9,100,Clear,Twilight,Snow,Distracted,Serious Injury
Friday,55,Male,Tertiary,Taxi,7,80,Clear,Daylight,Wet,Weather,Serious Injury
Monday,48,Female,Primary,Motorcycle,20,30,Cloudy,Daylight,Dry,Fatigue,Slight Injury
Sunday,44,Male,Secondary,Taxi,12,100,Rain,Night,Snow,Fatigue,Serious Injury
Monday,22,Male,Secondary,Motorcycle,26,50,Rain,Night,Ice,Fatigue,Serious Injury
Saturday,42,Male,Illiterate,Motorcycle,17,100,Rain,Daylight,Ice,Drunk Driving,Fatal Injury
Saturday,20,Female,Tertiary,Motorcycle,4,70,Clear,Daylight,Snow,Overspeed,Fatal Injury
Wednesday,50,Female,Illiterate,Motorcycle,5,70,Cloudy,Daylight,Dry,Distracted,Slight Injury
Saturday,21,Male,Secondary,Motorcycle,29,70,Rain,Night,Ice,Overspeed,Fatal Injury
Thursday,42,Female,Tertiary,Bus,16,80,Rain,Night,Ice,Overspeed,Fatal Injury
Tuesday,37,Male,Primary,Taxi,10,100,Fog,Daylight,Wet,Overspeed,Fatal Injury
Tuesday,51,Male,Tertiary,Bus,19,100,Rain,Night,Snow,Fatigue,Serious Injury
